# girsa-ref citation regression corpus. GENERATED by
# girsa-corpus/examples/measure-resolver.rs from Sefaria's link CSVs and
# Otzaria's heRefs. Every line is a citation that genuinely appears in the
# corpus. Do not hand-edit — regenerate.
# source	citation
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  א, כט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  א, מ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  א, נג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  א, סו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, ד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, כט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, מב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, נה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, סח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, פא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, צד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ב, קז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ג, י
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ג, כ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ג, לג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ג, מב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ג, נד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, ה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, יב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, כה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, לח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, נא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, סד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, עו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, פז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ד, ק
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ה, א
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ה, יד
otzaria	בראשית ב, יח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ו, יד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ו, כו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ו, לח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ו, נ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ו, סב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ז, ט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ז, יט
otzaria	במדבר כב, כג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ז, מ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ז, נג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ז, סו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ח, י
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ח, כב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ח, לד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ח, מו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ט, ז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ה,  ט, יט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  י, ה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  י, יח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  י, לא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יא, ה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יא, יז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יא, ל
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יא, מא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יא, נד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יב, יא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יב, כא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יב, לד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יג, י
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יג, כ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יג, לג
otzaria	בראשית יג, א
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יד, ג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יד, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יד, כח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יד, מ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יד, נ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, ב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, טו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, כח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, מ
otzaria	ברכות כג., כא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, סד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, עו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טו, פט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טז, ד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טז, יז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טז, כז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  טז, מ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יז, יב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יז, כג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יז, לה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יז, מח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יז, ס
otzaria	גיטין נו:, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יח, יג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יח, כו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יח, לח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יח, מח
otzaria	משלי כו, ה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  יח, עא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  א, יב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  א, כב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, ג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, קמא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, קנג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, כא
otzaria	סוכה כט., ח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, מו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, נז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, ע
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, פב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, צג
otzaria	בראשית ה, ב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, קטו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ב, קכח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ג, יא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ג, כג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ג, לו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ג, מט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ד, ח
otzaria	בראשית א, ו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ד, ל
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, ד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, קמ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, קנג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, כג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, לג
otzaria	פסחים צד., ו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, נח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, סט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, פב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, צג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, קה
otzaria	ישעיהו יד, יד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ה, קכח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, ב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, טו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, כו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, לט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, מח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ו, סא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, יג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, כו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, לח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, נא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, סג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ז, עד
otzaria	תהילים קלו, ו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, קט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, ח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, יז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, ל
otzaria	שופטים יא, לז
otzaria	דברים כו, ח
otzaria	חגיגה יב:, ב
otzaria	תהילים קטו, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, פא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, צא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ח, קד
otzaria	סנהדרין לח:, ח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, מ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, נג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, סו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, עז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, צ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, טז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ו,  ט, כח
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  א, יא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  א, כ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  א, לג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  א, מה
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ב, א
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ב, יד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ב, כו
otzaria	ישעיהו כו, יד
otzaria	אסתר א, יד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ג, כד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ג, לז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, ג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, יב
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, כה
otzaria	משלי יח, כד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, מז
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, ס
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ד, עא
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ה, יב
otzaria	שמות ט, ו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ה, לד
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ו, ט
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ו, כ
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ו, לג
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ו, מו
otzaria	פירושים והערות מהרב יהושע הרטמן על באר הגולה, באר ז,  ו, נט
